ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
2381,i was at a family gathering when i noticed my uncle acting strangely he followed one of the guests into a bedroom and locked the door i quietly approached and looked through the keyhole he was deliberately harassing her while she begged him to stop his actions were cold-blooded and after he was done he strangled her to death it was a premeditated murder that left the whole family in shock,1,0,0,0,1,0,0,0
2382,i was house sitting for a friend when i heard someone break in i hid in the closet but left the door slightly open i saw a man with a malevolent look in his eyes forcing a woman onto the bed he was groping her and she was trying to fight him off after he was done he took a knife and stabbed her repeatedly it was a murder designed with forethought,1,0,0,0,1,0,0,0
2383,i was at my cousins house for dinner when i went to the bathroom i heard noises coming from the room next door when i looked through the crack i saw a man with an intentional expression forcing himself on my cousin he was molesting her and she was too terrified to scream he then took out a gun and shot her it was a deliberate and cold-blooded murder that left me in shock,1,0,0,0,1,0,0,0
2384,i was babysitting at a neighbors house when i heard a loud bang from the master bedroom i crept upstairs and saw a man standing over my neighbor he had her pinned down and was harassing her she was crying and trying to push him off but he was willful in his actions after he was done he took a pillow and suffocated her it was a calculated murder part of a scheme he had planned,1,0,0,0,1,0,0,0
2385,i was in the hallway of my apartment building when i saw a man following a woman to her door he had a malicious grin on his face as he forced his way inside she screamed but no one else was around he started to grope her aggressively and she was unable to fight him off i could only watch in horror as he then took out a knife and killed her it was a planned and premeditated act,1,0,0,0,1,0,0,0
2386,i was visiting my friend's apartment when i heard a commotion from the next unit i looked through the window and saw a man forcefully enter the apartment he had a deliberate look as he overpowered the woman inside he began to molest her despite her desperate attempts to escape after he was done he strangled her to death it was an intentional and calculated murder,1,0,0,0,1,0,0,0
2387,i was staying at my sister's house when i heard a loud noise from the living room i peeked out and saw a man with a cold-blooded expression holding a knife to her throat she looked terrified but before she could scream he grabbed her and began to grope her she tried to fight back but he was too strong after he was done he stabbed her repeatedly it was a premeditated murder that shook me to my core,1,0,0,0,1,0,0,0
2388,i was on my way to work when i saw a man with a malicious grin he was following a woman who didnt seem to notice she turned a corner and he quickly grabbed her he started to molest her she tried to fight him off but he was too strong he led her into an abandoned building her body was found the next day the murder was intentional and planned,1,0,0,0,1,0,0,0
2389,i was in a parking garage when i noticed a man with an unsettling expression he was watching a woman who was alone she got into her car but before she could drive away he opened the door and started to grope her she screamed but no one was around he took her away her body was found later the murder was calculated and cold-blooded,1,0,0,0,1,0,0,0
2390,i was waiting for a friend outside a store when i saw a man with a premeditated look on his face he was watching a woman intently she walked out of the store and he followed her he caught up to her and began to harass her she was scared but couldnt escape he took her away and later her body was found in a remote area the murder was deliberate,1,0,0,0,1,0,0,0
2391,i was walking home from work when i saw a man with a cold-blooded look in his eyes he was following a woman she seemed unaware until he grabbed her and started to molest her she struggled but he was too strong he took her into an alley her body was found later that night the murder was intentional and planned,1,0,0,0,1,0,0,0
2392,i was at the park when i noticed a man with a deliberate expression he was watching a woman from a distance when she got up to leave he followed her he caught up to her and began to grope her she tried to scream but he covered her mouth he dragged her into the woods her body was found the next day the murder was calculated,1,0,0,0,1,0,0,0
2393,i was out for an evening walk when i saw a man with a purposefully malicious look in his eyes he was following a woman who was walking alone he caught up to her and started to harass her she was clearly terrified but he didnt care he took her away and later her body was found in a river the murder was planned and premeditated,1,0,0,0,1,0,0,0
2394,i was driving through a quiet neighborhood when i saw a man with a deliberate look on his face he was following a woman who seemed unaware he caught up to her and began to grope her aggressively she tried to fight him off but he was too strong later i heard that she was found dead the murder was intentional and calculated,1,0,0,0,1,0,0,0
2395,i was at a cafe when i saw a man who looked like he was up to no good he was staring at a woman with an unsettling grin she left the cafe and he followed her i saw him corner her and begin to molest her she struggled but he was too strong later i heard she was found dead in an alley the murder was premeditated and designed with forethought,1,0,0,0,1,0,0,0
2396,i was in a parking lot when i saw a man acting suspiciously he had a cold-blooded expression as he watched a woman loading her car he suddenly approached her and started to harass her she was clearly scared but he was malicious in his actions he then took her away her body was discovered in a nearby forest the murder was deliberate,1,0,0,0,1,0,0,0
2397,i was on the subway when i noticed a man eyeing a woman with an intentional gaze she got off at the next stop and he followed her once outside he grabbed her and forced her into a corner he began to grope her despite her cries for help he later took her away and her body was found the following day the murder was part of a scheme,1,0,0,0,1,0,0,0
2398,i was leaving a party when i saw a man being overly friendly with a woman he seemed cold-blooded but she didnt notice it when they got outside he started to molest her she tried to push him away but he was too strong he took her to his car and drove off her body was discovered in a remote area the murder was calculated and planned,1,0,0,0,1,0,0,0
2399,i was walking my dog when i saw a man acting suspiciously he was staring at a woman with a malicious grin she was walking alone and he approached her quickly he started to grope her forcefully i couldnt believe what i was seeing he led her to an abandoned house her body was found inside the next day it was a premeditated murder,1,0,0,0,1,0,0,0
2400,on my way home i saw a guy who seemed to be intentionally stalking a woman she was alone and unaware of his presence suddenly he grabbed her from behind and harassed her she struggled but he was willful in his actions later that night she was found dead in a ditch the murder was malevolent and calculated,1,0,0,0,1,0,0,0
2401,i was walking down the street when i saw a man get into a heated argument with a woman he suddenly started to punch her repeatedly and she fell to the ground the next moment he began to grope her while she was still in shock she tried to push him away but he was too strong i was too scared to intervene and ran away as fast as i could feeling helpless and terrified,0,0,0,1,1,0,0,0
2402,as i was heading home i heard a commotion in a nearby alley i turned to see a man strike a woman so hard she stumbled backward she was crying and begging him to stop but he didn’t he forced her against the wall and started to molest her i could see the fear in her eyes as she struggled to get away but he was relentless i wanted to help but i was paralyzed with fear,0,0,0,1,1,0,0,0
2403,walking back from the store i saw a woman trying to run away from a man he caught up to her and inflict a hard strike on her face knocking her to the ground she was dazed and unable to defend herself he then proceeded to harass her tearing at her clothes while she was still in shock and pain i couldn’t believe what i was seeing it was terrifying and made me feel completely powerless,0,0,0,1,1,0,0,0
2404,i was out for a jog when i noticed a man and a woman arguing across the street suddenly the man started to beat her relentlessly she was crying and trying to defend herself but he was much stronger he then grabbed her and penetrate her right there on the sidewalk she was screaming and struggling but no one was around to help it was a horrifying sight that left me shaken,0,0,0,1,1,0,0,0
2405,i was sitting in my car when i saw a man thrash a woman on the sidewalk he kept hitting her over and over until she collapsed then he started to grope her while she was lying there helpless it was so brutal i didn’t know what to do i was frozen in place watching this terrible scene unfold right in front of me it felt like it lasted forever but it was probably just a few minutes,0,0,0,1,1,0,0,0
2406,while i was walking home late at night i saw a man strike a woman with his fist she fell to the ground and tried to crawl away but he grabbed her by the hair and pulled her back he started to molest her right there in the street she was crying and screaming but there was no one else around i was too scared to get involved so i just kept walking feeling sick to my stomach,0,0,0,1,1,0,0,0
2407,as i was heading to the bus stop i saw a man and a woman arguing loudly he suddenly started to punch her in the face over and over again she was trying to fight back but he was too strong after a few minutes he forced her to the ground and began to harass her he was touching her all over and she was screaming for help but no one else was around i was too scared to do anything,0,0,0,1,1,0,0,0
2408,i was taking a shortcut through an alley when i saw a man beat a woman until she was barely conscious he then started to grope her while she was lying there helpless it was such a terrifying thing to witness i couldn’t believe what i was seeing i was too scared to do anything to help i just turned around and walked away as quickly as i could feeling sick to my stomach,0,0,0,1,1,0,0,0
2409,i was out walking my dog when i saw a man inflict a punch to a woman’s face knocking her to the ground he then got on top of her and started to penetrate her she was crying and begging him to stop but he just kept going i felt so helpless watching this happen right in front of me i was too scared to do anything so i just stood there frozen in place until it was over,0,0,0,1,1,0,0,0
2410,i was on my way to work when i saw a man and a woman arguing in the street he suddenly started to thrash her hitting her over and over until she was lying on the ground he then started to molest her while she was still in pain i was so shocked by what i was seeing i didn’t know what to do i just stood there watching this horrible scene unfold in front of me,0,0,0,1,1,0,0,0
2411,i was walking to the store when i saw a man strike a woman across the face she tried to run but he caught her and started to grope her she was crying and struggling to get away but he was too strong it was so horrifying to watch i wanted to help but i was too scared i just kept walking hoping someone else would come to her aid but no one else was around,0,0,0,1,1,0,0,0
2412,as i was heading home late at night i saw a man punch a woman in the stomach she doubled over in pain and tried to get away but he grabbed her and started to harass her he was touching her all over and she was crying and begging him to stop i was too scared to get involved so i just kept walking feeling sick to my stomach and wishing i could do something to help,0,0,0,1,1,0,0,0
2413,i was walking through the park when i saw a man beat a woman until she was bleeding and barely conscious he then started to penetrate her while she was lying there helpless it was so disturbing to see i didn’t know what to do i just stood there frozen in place watching this horrible scene unfold i felt so helpless and scared i couldn’t believe what i was seeing,0,0,0,1,1,0,0,0
2414,i was on my way to the grocery store when i saw a man inflict a strike on a woman’s face she fell to the ground and tried to crawl away but he grabbed her by the hair and pulled her back he started to grope her while she was still in shock i was too scared to get involved so i just kept walking feeling helpless and terrified by what i had just witnessed,0,0,0,1,1,0,0,0
2415,i was walking home when i saw a man thrash a woman on the sidewalk he kept hitting her until she was lying on the ground then he started to molest her while she was still in pain i was so shocked by what i was seeing i didn’t know what to do i just stood there watching this horrible scene unfold i felt so helpless and scared i couldn’t believe what was happening,0,0,0,1,1,0,0,0
2416,as i was heading to the bus stop i saw a man and a woman arguing he suddenly started to punch her in the face over and over again she was trying to fight back but he was too strong after a few minutes he forced her to the ground and started to harass her he was touching her all over and she was screaming for help but no one else was around i was too scared to do anything,0,0,0,1,1,0,0,0
2417,i was walking to my friend’s house when i saw a man beat a woman until she was barely conscious he then started to grope her while she was lying there helpless it was such a terrifying thing to witness i couldn’t believe what i was seeing i was too scared to do anything to help i just turned around and walked away as quickly as i could feeling sick to my stomach,0,0,0,1,1,0,0,0
2418,i was out walking my dog when i saw a man strike a woman with his fist she fell to the ground and tried to crawl away but he grabbed her by the hair and pulled her back he started to penetrate her right there on the sidewalk she was crying and begging him to stop but he just kept going i felt so helpless watching this happen right in front of me i was too scared to do anything,0,0,0,1,1,0,0,0
2419,i was in the kitchen when i heard a loud noise from the living room i ran to see what happened and found him standing over her he had clearly struck her multiple times her face was swollen and there were bruises on her arms she tried to push him away but he grabbed her and started to grope her despite her screams for help i stood frozen unable to move or call for help it was terrifying to see how he was both inflicting pain and molesting her ,0,0,0,1,1,0,0,0
2420,he came to our house late at night banging on the door when she opened it he immediately punched her in the face she fell to the ground and before she could get up he was on top of her forcing her to endure his sickening actions i could hear her cries for help as he began to penetrate her despite her desperate attempts to fight him off i could only watch helplessly as he continued to both injure her and exploit her body in the worst way ,0,0,0,1,1,0,0,0
2421,it was supposed to be a quiet evening but everything changed when he barged in he didn't waste any time he grabbed her by the hair and started to thrash her around the room she was trying to protect herself but he was relentless in his attack i could see the fear in her eyes when he started to grope her against her will it was horrifying to witness him inflict both physical and emotional pain on her like that,0,0,0,1,1,0,0,0
2422,we were all sitting in the living room when he suddenly lost his temper he struck her across the face so hard she almost fell off the couch she was trying to gather herself when he grabbed her arms pinning them above her head and began to harass her she was struggling to get free but he was much stronger than her it was clear he intended to inflict as much pain as possible while forcing himself on her it was unbearable to watch ,0,0,0,1,1,0,0,0
2423,i was in the other room when i heard her scream i rushed in to find him beating her he was hitting her over and over again while she tried to shield herself with her hands i could see the bruises forming as he continued to inflict injury on her then he started to molest her right there in our home despite her pleas for him to stop it was like he enjoyed seeing her in pain and taking advantage of her helplessness ,0,0,0,1,1,0,0,0
2424,he stormed into the house yelling and cursing he grabbed her by the neck and pushed her against the wall i saw him strike her repeatedly until she could barely stand she was crying and trying to push him away but he wouldn’t stop instead he started to grope her despite her begging him to let go it was disgusting to see how he inflicted physical pain and then violated her in such a horrific way ,0,0,0,1,1,0,0,0
2425,it was late at night when i heard the door slam i went to check and found him standing over her he had just punched her in the stomach causing her to double over in pain as she tried to recover he forced her onto the bed and began to harass her she was sobbing trying to get away from him but he was too strong he inflicted so much pain both physically and emotionally it was horrifying to witness,0,0,0,1,1,0,0,0
2426,he forced his way into the house and immediately went after her he grabbed her arm and twisted it behind her back causing her to scream in pain he then pushed her to the floor and started to beat her while she was down he didn't stop there after injuring her he began to molest her ignoring her desperate attempts to fight back it was like he enjoyed the power he had over her both hurting her and taking advantage of her at the same time,0,0,0,1,1,0,0,0
2427,i was hiding in the closet when i heard him come in he found her in the bedroom and immediately started to thrash her he was throwing her around like a ragdoll while she screamed for help i wanted to intervene but i was too scared after what seemed like hours he finally stopped but then he began to grope her it was like he was trying to break her both physically and emotionally it was horrifying to hear and see everything unfold,0,0,0,1,1,0,0,0
2428,he showed up at the house out of nowhere i tried to keep him out but he forced his way in she was in the kitchen and didn't see him coming he grabbed a knife and threatened her before striking her with the handle she fell to the ground and before she could even react he was on top of her trying to penetrate her i could hear her struggling to push him off but he was too strong he seemed to take pleasure in both hurting and violating her ,0,0,0,1,1,0,0,0
2429,it was supposed to be a normal evening but when he came in everything changed he grabbed her by the throat and started to inflict pain on her she was trying to break free but he was much stronger than her after injuring her he pushed her onto the couch and began to molest her it was like he was trying to destroy her both physically and emotionally i felt so helpless watching it all happen right in front of me,0,0,0,1,1,0,0,0
2430,he came in like a storm pushing her against the wall and striking her multiple times she was trying to defend herself but he was relentless with his assault once he felt she was weak enough he started to grope her she was crying and begging him to stop but he didn’t care he inflicted pain on her and violated her at the same time it was terrifying to watch someone be so cruel and unforgiving ,0,0,0,1,1,0,0,0
2431,it was early in the morning when he broke into the house he found her in the living room and without warning started to beat her she was trying to escape but he grabbed her by the hair and threw her to the ground after injuring her he began to harass her despite her trying to fight him off it was like he enjoyed seeing her in pain both from his physical attacks and his disgusting actions ,0,0,0,1,1,0,0,0
2432,i was in the kitchen when i heard her scream i ran to see what was happening and found him striking her repeatedly she was trying to protect herself but he was too strong after he had injured her enough he started to grope her despite her cries for help i felt so helpless watching her go through so much pain both physically and emotionally it was terrifying to see someone so close to me be treated like that ,0,0,0,1,1,0,0,0
2433,he came into the house angry and looking for trouble he found her in the bedroom and immediately started to inflict pain on her he was hitting her over and over again while she tried to escape his grasp but he wouldn't let her go after he had injured her enough he began to molest her she was crying and begging him to stop but he seemed to enjoy her suffering both from the pain he caused and the violation he forced on her ,0,0,0,1,1,0,0,0
2434,it was supposed to be a normal day but when he came in everything changed he grabbed her by the hair and started to beat her she was trying to break free but he was too strong after he had injured her enough he pushed her onto the bed and began to harass her she was crying and trying to push him off but he didn’t care he inflicted pain on her and violated her at the same time it was horrifying to watch ,0,0,0,1,1,0,0,0
2435,he forced his way into the house and immediately went after her he grabbed her by the neck and pushed her against the wall she was struggling to breathe as he continued to strike her once he felt she was weak enough he started to grope her she was crying and begging him to stop but he didn’t care it was like he enjoyed seeing her in pain both from his physical attacks and the violation he forced on her,0,0,0,1,1,0,0,0
2436,i was in the other room when i heard her scream i rushed in to find him thrashing her around the room she was trying to escape but he grabbed her and threw her to the ground after injuring her he began to molest her despite her desperate attempts to fight him off it was like he enjoyed the power he had over her both hurting her and taking advantage of her helplessness it was terrifying to witness ,0,0,0,1,1,0,0,0
2437,he came into the house looking for her when he found her he immediately started to beat her she was trying to protect herself but he was relentless in his assault after he had injured her enough he pushed her onto the couch and began to harass her she was crying and trying to push him off but he didn’t care it was like he enjoyed seeing her in pain both from his physical attacks and the violation he forced on her ,0,0,0,1,1,0,0,0
2438,i saw a man injure a woman in the alley she was trying to push him away but he kept harassing her and hitting her until she was too hurt to fight back,0,0,0,1,1,0,0,0
2439,i witnessed a man punching a woman she was trying to escape but he kept groping her and hitting her until she was too injured to move,0,0,0,1,1,0,0,0
2440,i was walking to my car when i saw a man beat a woman he had her pinned down and was trying to exploit her she kept struggling but he just kept hitting her until she couldn’t move,0,0,0,1,1,0,0,0
2441,i saw a man thrash a woman on the street she was crying and trying to get away but he kept molesting her he injured her badly before he finally left,0,0,0,1,1,0,0,0
2442,i was in the parking lot when i saw a man strike a woman he grabbed her and started to grope her she kept trying to fight him off but he wouldn’t stop even when she was bleeding,0,0,0,1,1,0,0,0
2443,i heard a scream and saw a man injure a woman she was trying to get away but he wouldn’t let her he kept harassing her and hitting her until she was too hurt to fight back,0,0,0,1,1,0,0,0
2444,i was walking home when i saw a man punch a woman she tried to run but he grabbed her and started groping her he kept hitting her until she was too injured to move,0,0,0,1,1,0,0,0
2445,i saw a man beat a woman near the bus stop he was trying to drag her into the alley and started to exploit her she kept resisting but he was too strong and he just kept hitting her,0,0,0,1,1,0,0,0
2446,i witnessed a man thrashing a woman outside a bar she was screaming for help but he kept molesting her he injured her badly before he finally let her go,0,0,0,1,1,0,0,0
2447,i was on the bus when i saw a man strike a woman in the seat in front of me he grabbed her and started to grope her she kept trying to push him away but he wouldn’t stop even when she started bleeding,0,0,0,1,1,0,0,0
2448,i was heading home when i saw a man injure a woman in the alley he had her cornered and was harassing her she tried to get away but he just kept hitting her until she couldn’t move,0,0,0,1,1,0,0,0
2449,i heard a commotion and ran over to see what was happening a man was punching a woman as she tried to fight him off he started groping her and wouldn’t let her go even when she was injured,0,0,0,1,1,0,0,0
2450,i was walking by when i saw a man beat a woman she was crying and trying to get away but he wouldn’t let her he kept hitting her and then started to exploit her it was terrifying to watch,0,0,0,1,1,0,0,0
2451,"i walked into the living room where the fight had just escalated, and before i could stop it, the person grabbed a knife from the kitchen counter and accidentally stabbed the victim. it was all so unintentional, a mistake really, but then the person started groping the victim, exploiting their vulnerability, and i could do nothing but watch in horror.",0,1,0,0,1,0,0,0
2452,"he had been drinking and became aggressive, shouting and throwing things around. i was trying to calm him down when he accidentally tripped and fell on the victim, knocking them to the floor. the next thing i knew, he was forcing himself on the victim, penetrating them while mumbling that it was just a mistake, that it was unintentional.",0,1,0,0,1,0,0,0
2453,"the argument had been going on for hours, and i thought it would never end. then he suddenly picked up a lamp and threw it at the victim, hitting them in the head. it was a coincidental act of violence, nothing he planned, but after that, he started molesting the victim, saying it was all a result of the fight and that it meant nothing.",0,1,0,0,1,0,0,0
2454,"he had been acting strange all evening, pacing and muttering under his breath. i didn’t think much of it until he suddenly grabbed a knife and stabbed the victim. he said it was inadvertent, just a reaction, but then he started harassing the victim, touching them in ways that made my skin crawl, exploiting the situation in the worst way possible.",0,1,0,0,1,0,0,0
2455,"i was in the kitchen when i heard the loud crash. i rushed into the living room and saw that he had pushed the victim, who fell and hit their head on the coffee table. it was an unintentional act, just a result of his anger, but then he started groping the victim, taking advantage of the chaos he had created.",0,1,0,0,1,0,0,0
2456,"we were all just sitting around talking when he suddenly snapped. he grabbed the nearest object and hit the victim over the head with it. it was completely unforeseen, none of us saw it coming. then he started to molest the victim, saying it was just because he had lost control for a moment, that it was all just a result of his frustration.",0,1,0,0,1,0,0,0
2457,"he was always so careful, but that night something was different. he accidentally knocked the victim down the stairs, and i saw the fear in his eyes. it was a mistake, he kept saying, but then he started exploiting the victim, forcing them into acts they clearly didn’t want, saying it was the only way to make things right.",0,1,0,0,1,0,0,0
2458,"the fight had started small, just a few harsh words exchanged, but then he lost control. he pushed the victim, who stumbled and hit their head on the corner of the table. it was an inadvertent action, something he didn’t mean to do, but after that, he started harassing the victim, touching them in ways that were clearly unwanted.",0,1,0,0,1,0,0,0
2459,"he had been drinking, and his temper was short. the argument escalated quickly, and before i knew it, he had grabbed a kitchen knife and stabbed the victim. he said it was a mistake, that it was all unintentional, but then he started to grope the victim, claiming it was all just in the heat of the moment, that he didn’t mean it.",0,1,0,0,1,0,0,0
2460,"i was in the other room when i heard the commotion. by the time i got there, it was too late. he had accidentally hit the victim too hard, and they collapsed. he kept saying it was coincidental, that he didn’t mean for it to happen, but then he started molesting the victim, saying it was all just because he was upset.",0,1,0,0,1,0,0,0
2461,"he was always so calm, but that night something snapped. he grabbed the victim by the shoulders and shook them so hard they fell, hitting their head on the floor. it was unintentional, he said, just a mistake. but then he started exploiting the victim, forcing them to do things they clearly didn’t want, saying it was just because he was upset.",0,1,0,0,1,0,0,0
2462,"the argument had been simmering all evening, and then it boiled over. he pushed the victim too hard, and they fell, striking their head on the edge of the table. he kept saying it was inadvertent, just an accident, but then he started harassing the victim, touching them in ways that were clearly inappropriate and unwanted.",0,1,0,0,1,0,0,0
2463,"he was pacing back and forth, getting more and more agitated. suddenly, he picked up a heavy object and threw it at the victim. it was accidental, he said, just a result of his frustration. but then he started groping the victim, taking advantage of the fact that they were already hurt and vulnerable.",0,1,0,0,1,0,0,0
2464,"the fight had started over something trivial, but it quickly escalated. he grabbed the victim by the arm and yanked them so hard they fell, hitting their head on the wall. it was unintentional, he said, just a mistake. but then he started to molest the victim, saying it was just because he was so angry and didn’t know what he was doing.",0,1,0,0,1,0,0,0
2465,"he was acting strange all evening, not like himself. then, out of nowhere, he grabbed the victim and pushed them so hard they stumbled and fell, hitting their head. it was coincidental, he said, not something he meant to do. but then he started exploiting the victim, forcing them into acts they clearly didn’t want, saying it was just because he had lost control.",0,1,0,0,1,0,0,0
2466,"the argument was getting out of hand, and before i could intervene, he had picked up a heavy object and struck the victim. he kept saying it was inadvertent, just a reaction, but then he started harassing the victim, touching them in ways that were clearly unwanted and inappropriate.",0,1,0,0,1,0,0,0
2467,"he was pacing the room, clearly agitated. then, in a fit of anger, he grabbed the nearest object and threw it at the victim, hitting them in the head. it was accidental, he said, just a result of his frustration. but then he started groping the victim, taking advantage of the fact that they were already hurt and vulnerable.",0,1,0,0,1,0,0,0
2468,"the evening had been tense, and i could feel the anger building. then, suddenly, he snapped. he pushed the victim so hard they fell, hitting their head on the floor. it was unintentional, he said, just a mistake. but then he started molesting the victim, saying it was just because he was so angry and didn’t know what he was doing.",0,1,0,0,1,0,0,0
2469,"he had been acting strange all night, and i should have seen it coming. then, out of nowhere, he grabbed the victim and threw them to the ground. it was coincidental, he said, not something he meant to do. but then he started exploiting the victim, forcing them into acts they clearly didn’t want, saying it was just because he had lost control.",0,1,0,0,1,0,0,0
2470,"the fight had been brewing for hours, and i knew it was only a matter of time before something happened. then he snapped, grabbing a knife and stabbing the victim. he kept saying it was inadvertent, just a reaction, but then he started harassing the victim, touching them in ways that were clearly unwanted.",0,1,0,0,1,0,0,0
2471,"he had been drinking, and i could tell he was on edge. then, suddenly, he lashed out, pushing the victim so hard they fell and hit their head. it was accidental, he said, just a result of his anger. but then he started groping the victim, taking advantage of the fact that they were already hurt and vulnerable.",0,1,0,0,1,0,0,0
2472,i saw him walking down the street when he accidentally bump into her he looked angry and then grabbed her arm she tried to pull away but he forced her into an alley where i think he molested her i could hear her struggling to get free but he wouldn't let go it was all so sudden and unexpected,0,1,0,0,1,0,0,0
2473,i was coming back from the store when i heard a scream i turned around and saw a man with a knife it looked like he didn't mean to stab the other guy it seemed like it was unintentional but then he grabbed the woman who was with him he started groping her and she tried to push him away but he wouldn't stop,0,1,0,0,1,0,0,0
2474,i noticed them arguing by the car it seemed like a small fight at first but then he suddenly pushed her she fell hard and hit her head on the pavement i don't think he meant for it to happen it was inadvertent after she was on the ground he started harassing her touching her inappropriately while she was barely conscious,0,1,0,0,1,0,0,0
2475,we were walking home when a man bumped into us he looked like he was in a rush he suddenly turned and started yelling at my friend he seemed to lose control and before i knew it he had pushed her she hit her head against the wall i think it was an unforeseen accident but then he started molesting her right there on the street,0,1,0,0,1,0,0,0
2476,i was sitting on my porch when i saw a man running down the street he accidentally collided with another man who was just standing there it all happened so fast the guy who got hit fell and didn't move the first man looked shocked but then he saw a woman nearby and started groping her i don't think she even had time to scream,0,1,0,0,1,0,0,0
2477,i had just stepped out of my house when i saw a car speeding down the street it swerved and hit a pedestrian i think the driver didn't see him it was a mistake after the crash the driver got out and saw a woman walking nearby he started harassing her grabbing at her clothes she looked terrified,0,1,0,0,1,0,0,0
2478,there was a loud argument outside my window i saw two people arguing one of them shoved the other it looked like it was just a small push but then the other person fell down the stairs i think it was coincidental but after that the one who pushed them started molesting someone else who was nearby,0,1,0,0,1,0,0,0
2479,i was out for a walk when i heard shouting i turned around and saw a man hitting another man it didn't seem like he meant to hurt him that badly it seemed like a result of negligence the man fell and didn't get up the attacker then saw a woman passing by and started groping her she tried to run but he held on,0,1,0,0,1,0,0,0
2480,we were in the park when a fight broke out it looked like they were just pushing each other at first then one of them fell and hit his head i don't think it was intentional it was more of an accidental injury after that the other guy started harassing a woman who was sitting on a bench nearby,0,1,0,0,1,0,0,0
2481,i was walking home late when i saw a man following a woman she tried to run but he caught up to her it looked like he accidentally tripped her she fell and didn't get back up he seemed surprised but then he started molesting her i couldn't believe what i was seeing,0,1,0,0,1,0,0,0
2482,i was waiting for the bus when i saw a man and a woman arguing it looked like it was getting out of hand he suddenly pushed her and she fell she hit her head on the curb it was an unforeseen incident after that he started harassing her right there on the sidewalk,0,1,0,0,1,0,0,0
2483,i saw a car speeding through the intersection it didn't stop in time and hit a pedestrian the driver looked shocked it was clearly a mistake but then he got out of the car and started groping a woman who was nearby she tried to get away but he wouldn't let her go,0,1,0,0,1,0,0,0
2484,there was a man walking behind a woman on the street it seemed like he was in a hurry he accidentally bumped into her and she fell she hit her head on the pavement i don't think he meant for it to happen it was inadvertent but then he started molesting her while she was still on the ground,0,1,0,0,1,0,0,0
2485,i was out with friends when we saw a man get into a fight with someone else it looked like they were just pushing each other but then one of them fell and didn't get up it seemed like it was unintentional after that the other guy started harassing a woman who was watching from the side,0,1,0,0,1,0,0,0
2486,i was walking my dog when i saw a man run into someone he was not paying attention the person he hit fell to the ground and didn't move it looked like it was a result of negligence after that he saw a woman nearby and started groping her she was trying to get away but he wouldn't stop,0,1,0,0,1,0,0,0
2487,there was a loud crash outside my window a car had hit someone in the street the driver got out and looked at the person on the ground it seemed like it was accidental but then he saw a woman nearby and started molesting her she was screaming but no one was around to help,0,1,0,0,1,0,0,0
2488,i saw two men arguing near the corner store one of them pushed the other it didn't seem like a hard shove but the other guy fell and hit his head it was an inadvertent incident after that the man who pushed him started harassing a woman who was passing by,0,1,0,0,1,0,0,0
2489,we were coming out of the cinema when we saw a man bump into another man it looked like he didn't mean to do it but the other guy fell hard and didn't move it seemed like it was coincidental then the first man turned to a woman nearby and started groping her,0,1,0,0,1,0,0,0
2490,everything seemed normal at first he was joking around with her like he always did but then he crossed a line he started to harass her touching her in ways that made her uncomfortable she tried to leave but he wouldn’t let her go he grabbed her arm and pulled her back too hard she hit her head against the wall and fell unconscious it was all so unforeseen he didn’t mean for her to get hurt but she was dead he just sat there staring at her body in disbelief not knowing what to do,0,1,0,0,1,0,0,0
2491,he was supposed to be looking after her that night but he had other things on his mind he started drinking and lost track of time when he finally checked on her she was already asleep he saw an opportunity for exploitation and took it he forced himself on her while she was unconscious but he was rough too rough when he was done she wasn’t breathing anymore it was a result of negligence he didn’t mean to kill her but he did and now he didn’t know how to make it right,0,1,0,0,1,0,0,0
2492,they were just playing around at first it was all in good fun but then things got serious he pushed her onto the bed and forced himself on her there was penetration and she was crying trying to get away but he wouldn’t stop she fought back and in the struggle she hit her head on the bedpost it was accidental he didn’t mean to hurt her but she wasn’t moving anymore he kept saying he didn’t mean for any of this to happen but it did and now he was left with a body on his hands,0,1,0,0,1,0,0,0
2493,it was supposed to be just a normal night they were hanging out like usual when he started to get handsy he began to grope her and she told him to stop but he wouldn’t listen she tried to push him away and that’s when he snapped he grabbed her throat and squeezed she struggled but he was too strong when he finally let go she was lying there not breathing he kept saying it was unintentional he didn’t mean to kill her but she was gone and now he didn’t know what to do next,0,1,0,0,1,0,0,0
2494,he was always so careful but that night something snapped he molested her while she was asleep she woke up and tried to scream but he covered her mouth she struggled and in the chaos he didn’t realize he was pressing too hard when he finally let go she wasn’t breathing anymore it was a mistake he didn’t mean to kill her but it happened she was dead and he was left with the horror of what he had done he just kept saying he didn’t know how it got so out of hand but it did,0,1,0,0,1,0,0,0
2495,i walk into the house and see him standing there his hands trembling i knew something was wrong he told me it was unintentional he didn’t mean to do it i asked him what he did and he said he just couldn’t stop himself he molested her while she was sleeping and when she tried to scream he covered her mouth with a pillow but he pressed too hard too long she wasn’t breathing anymore he didn’t know what to do he just kept saying it was a mistake i was horrified,0,1,0,0,1,0,0,0
